table,field,airtable_type,result_type,logic,proposed_recreation
Lenders,Total_cash_balance,rollup,currency,Cash_accounts.[Latest_cash_balance] via link [Cash_accounts_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Lenders,Latest_lending_transaction_date,rollup,date,Hotel_sale_comps.[Sale_date] via link [Hotel_sale_comps_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Hotel_sale_comps,Helper_Lenders_link,formula,singleLineText,"IF(
  FIND("","",{First_trust_deed_lender})>0,REGEX_REPLACE({First_trust_deed_lender},"",.*"",""""),
IF(FIND("" NA"",{First_trust_deed_lender})>0,REGEX_REPLACE({First_trust_deed_lender},"" NA"",""""),
{First_trust_deed_lender}))",Postgres generated column or view expression
Debt_resizing,Debt_resizing_id,formula,singleLineText,{Investments_link},Postgres generated column or view expression
Debt_resizing,Est_PIP_cost,multipleLookupValues,currency,Investments.[Est_PIP_cost] via link [Investments_link],JOIN to the linked table in a view (returns array)
Debt_resizing,Loan_maturity,multipleLookupValues,date,Investments.[Loan_maturity] via link [Investments_link],JOIN to the linked table in a view (returns array)
Debt_resizing,TTM_total_operating_revenue,multipleLookupValues,currency,Investments.[TTM_total_operating_revenue] via link [Investments_link],JOIN to the linked table in a view (returns array)
Debt_resizing,Adj_TTM_NOI,multipleLookupValues,currency,Investments.[Adj_TTM_NOI] via link [Investments_link],JOIN to the linked table in a view (returns array)
Debt_resizing,TTM_DSCR,multipleLookupValues,number,Investments.[TTM_DSCR] via link [Investments_link],JOIN to the linked table in a view (returns array)
Debt_resizing,Latest_debt_balance,multipleLookupValues,currency,Investments.[Latest_debt_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Debt_resizing,Annual_debt_payment,multipleLookupValues,currency,Investments.[TTM_debt_payment] via link [Investments_link],JOIN to the linked table in a view (returns array)
Debt_resizing,Refi_debt_payment_1.5_DCSR,formula,currency,{Adj_TTM_NOI} / 1.5,Postgres generated column or view expression
Debt_resizing,20yr_refi_loan,formula,currency,"({Refi_debt_payment_1.5_DCSR}/12) 
/ 
(
  (({5yr_UST}+{Spread})/12)
  /
  (
    1-
    POWER((1+(({5yr_UST}+{Spread})/12)),-{20_year_AM_payments})
  )
)",Postgres generated column or view expression
Debt_resizing,25_yr_refi_loan,formula,currency,"({Refi_debt_payment_1.5_DCSR}/12) 
/ 
(
  (({5yr_UST}+{Spread})/12)
  /
  (
    1-
    POWER((1+(({5yr_UST}+{Spread})/12)),-{25_year_AM_payments})
  )
)",Postgres generated column or view expression
Debt_resizing,25_yr_refi_variance,formula,currency,"ROUNDDOWN({25_yr_refi_loan} - {Latest_debt_balance},-4)",Postgres generated column or view expression
Debt_resizing,30_yr_refi_loan,formula,currency,"({Refi_debt_payment_1.5_DCSR}/12) 
/ 
(
  (({5yr_UST}+{Spread})/12)
  /
  (
    1-
    POWER((1+(({5yr_UST}+{Spread})/12)),-{30_year_AM_payments})
  )
)",Postgres generated column or view expression
Debt_resizing,20_year_AM_payments,formula,number,20*12,Postgres generated column or view expression
Debt_resizing,25_year_AM_payments,formula,number,25*12,Postgres generated column or view expression
Debt_resizing,30_year_AM_payments,formula,number,30*12,Postgres generated column or view expression
Debt_resizing,Interest_rate,formula,percent,{5yr_UST}+{Spread},Postgres generated column or view expression
Year_end_financials,Year_end_financials_id,formula,singleLineText,"{Asset_detail_link}&""_""&{Year}",Postgres generated column or view expression
Year_end_financials,Investments_link,multipleLookupValues,multipleRecordLinks,Asset_detail.[Investments_link] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Year_end_financials,GOP_%,formula,percent,{GOP}/{Total_operating_revenue},Postgres generated column or view expression
Year_end_financials,Market,multipleLookupValues,singleSelect,Asset_detail.[Market] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Year_end_financials,Brand,multipleLookupValues,singleSelect,Asset_detail.[Hotel_brand] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_GSS_data,Hotel_GSS_data_id,formula,singleLineText,"{Asset_detail_link}&""_""&{Month}&""_""&{Year}",Postgres generated column or view expression
Hotel_GSS_data,Month,formula,singleLineText,"DATETIME_FORMAT({Date},'M')",Postgres generated column or view expression
Hotel_GSS_data,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
Hotel_GSS_data,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_GSS_data,Hotel_brand,multipleLookupValues,singleSelect,Asset_detail.[Hotel_brand] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_GSS_data,Consolidated_survey_count,formula,number,"IF({Hotel_brand} = ""Marriott"" , {Marriott_responses}, IF({Hotel_brand} = ""Hilton"", {Hilton_responses}, IF({Hotel_brand} = ""IHG"", {IHG_responses_QTD})))",Postgres generated column or view expression
Hotel_GSS_data,Consolidated_intent_to_recommend,formula,number,"IF({Hotel_brand} = ""Marriott"" , {Marriott_intent_to_recommend}, IF({Hotel_brand} = ""Hilton"", {Hilton_stay_score}, IF({Hotel_brand} = ""IHG"", {IHG_likely_to_recommend_QTD}, IF({Hotel_brand} = ""Hyatt"", {Hyatt_NPS_net_promoter_scores}))))",Postgres generated column or view expression
Hotel_GSS_data,Consolidated_cleanliness,formula,number,"IF({Hotel_brand} = ""Marriott"" , {Marriott_cleanliness}, IF({Hotel_brand} = ""Hilton"", {Hilton_overall_cleanliness}, IF({Hotel_brand} = ""IHG"", {IHG_room_cleanliness_QTD}, IF({Hotel_brand} = ""Hyatt"", {Hyatt_room_cleanliness}))))",Postgres generated column or view expression
Hotel_GSS_data,Consolidated_loyalty_recognition,formula,number,"IF({Hotel_brand} = ""Marriott"" , {Marriott_elite_appreciation}, IF({Hotel_brand} = ""Hilton"", {Hilton_HH_appreciation}, IF({Hotel_brand} = ""IHG"", {IHG_loyalty_recognition_QTD})))",Postgres generated column or view expression
Hotel_GSS_data,Consolidated_staff_service,formula,number,"IF({Hotel_brand} = ""Marriott"" , {Marriott_staff_service}, IF({Hotel_brand} = ""Hilton"", {Hilton_service_quality}, IF({Hotel_brand} = ""IHG"", {IHG_overall_service_QTD}, IF({Hotel_brand} = ""Hyatt"", {Hyatt_checkin_process}))))",Postgres generated column or view expression
Hotel_QA_data,Hotel_QA_data_id,formula,singleLineText,"{Internal_asset_name}&""_""&{Month}&""_""&{Year}",Postgres generated column or view expression
Hotel_QA_data,Month,formula,singleLineText,"DATETIME_FORMAT({Date},'M')",Postgres generated column or view expression
Hotel_QA_data,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
Hotel_QA_data,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_QA_data,Hotel_brand,multipleLookupValues,singleSelect,Asset_detail.[Hotel_brand] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_QA_data,Consolidated_cleanliness,formula,number,"IF({Hotel_brand} = ""Marriott"" , {Marriott_cleanliness}, IF({Hotel_brand} = ""Hilton"", {Hilton_cleanliness}, IF({Hotel_brand} = ""IHG"", {IHG_cleanliness}, IF({Hotel_brand} = ""Hyatt"", {Hyatt_cleanliness}))))",Postgres generated column or view expression
Hotel_QA_data,Consolidated_brand_standards,formula,number,"IF({Hotel_brand} = ""Marriott"" , {Marriott_brand_promise}, IF({Hotel_brand} = ""Hilton"", {Hilton_brand_standards}, IF({Hotel_brand} = ""IHG"", {IHG_brand_standard_important}, IF({Hotel_brand} = ""Hyatt"", {Hyatt_brand_standard}))))",Postgres generated column or view expression
Hotel_QA_data,Consolidated_QA_score,formula,number,"IF({Hotel_brand} = ""Marriott"" , {Marriott_BSA_score}, IF({Hotel_brand} = ""Hilton"", {Hilton_overall_QA_score}, IF({Hotel_brand} = ""IHG"", {IHG_brand_safety_standard}, IF({Hotel_brand} = ""Hyatt"", {Hyatt_score}))))",Postgres generated column or view expression
Hotel_QA_data,Consolidated_condition_upkeep,formula,number,"IF({Hotel_brand} = ""Marriott"" , {Marriott_maintenance_upkeep}, IF({Hotel_brand} = ""Hilton"", {Hilton_guest_rooms}, IF({Hotel_brand} = ""IHG"", {IHG_condition}, IF({Hotel_brand} = ""Hyatt"", {Hyatt_working_order}))))",Postgres generated column or view expression
Guarantor_Compliance,Loan_summary_id,multipleLookupValues,singleLineText,Loan_summary_data.[Loan_summary_data_id] via link [Loan_summary_link],JOIN to the linked table in a view (returns array)
Guarantor_Compliance,Lenders_id,multipleLookupValues,singleLineText,Lenders.[Lenders_id] via link [Lenders_link],JOIN to the linked table in a view (returns array)
Guarantor_Compliance,Latest_debt_balance,multipleLookupValues,currency,Loan_summary_data.[Latest_debt_balance] via link [Loan_summary_link],JOIN to the linked table in a view (returns array)
Guarantor_Compliance,Contingent_liability,formula,currency,{Latest_debt_balance} * {%_Guarantee},Postgres generated column or view expression
Guarantor_Compliance,Loan_maturity,multipleLookupValues,date,Loan_summary_data.[Loan_maturity] via link [Loan_summary_link],JOIN to the linked table in a view (returns array)
Guarantor_Compliance,Interest_rate,multipleLookupValues,number,Loan_summary_data.[Interest_rate] via link [Loan_summary_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Hotel_PIP_history_ID,formula,singleLineText,{Asset_detail_link},Postgres generated column or view expression
Hotel_PIP_history,Last_renovation_year,multipleLookupValues,number,Asset_detail.[Last_renovation_year] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Open_date,multipleLookupValues,date,Asset_detail.[Open_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Acquired_date,multipleLookupValues,date,Asset_detail.[Acquired_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Renovation_plan_start,multipleLookupValues,date,Asset_detail.[Renovation_plan_start] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_brand_renovation_due_date,multipleLookupValues,date,Asset_detail.[PIP_brand_renovation_due_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Est_PIP_cost_per_key,multipleLookupValues,currency,Asset_detail.[Est_PIP_cost_per_key] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Est_PIP_cost,multipleLookupValues,currency,Asset_detail.[Est_PIP_cost] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Renovation_plan_start_year,multipleLookupValues,number,Asset_detail.[Renovation_plan_start_year] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_overview,multipleLookupValues,singleLineText,Asset_detail.[PIP_overview] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Renovation_internal_target_end_date,multipleLookupValues,date,Asset_detail.[Renovation_internal_target_end_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_requirements_link,multipleLookupValues,url,Asset_detail.[PIP_requirements_link] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_owner_approval_status,multipleLookupValues,singleSelect,Asset_detail.[PIP_owner_approval_status] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_construction_vendor,multipleLookupValues,singleSelect,Asset_detail.[PIP_construction_vendor] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Renovation_plan_start_manual_target,multipleLookupValues,date,Asset_detail.[Renovation_plan_start_manual_target] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Renovation_target_year,multipleLookupValues,number,Asset_detail.[Renovation_target_year] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Renovation_target_quarter,multipleLookupValues,singleLineText,Asset_detail.[Renovation_target_quarter] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Renovation_target_month,multipleLookupValues,number,Asset_detail.[Renovation_target_month] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_comments,multipleLookupValues,singleLineText,Asset_detail.[PIP_comments] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_design_vendor,multipleLookupValues,singleSelect,Asset_detail.[PIP_design_vendor] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_budget_link,multipleLookupValues,url,Asset_detail.[PIP_budget_link] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Brand_renovation_due_date_year,multipleLookupValues,number,Asset_detail.[Brand_renovation_due_date_year] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_deposit_estimate,multipleLookupValues,currency,Asset_detail.[PIP_deposit_estimate] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_estimated_deposit_date,multipleLookupValues,date,Asset_detail.[PIP_estimated_deposit_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_procurement_vendor,multipleLookupValues,singleSelect,Asset_detail.[PIP_procurement_vendor] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_funding_secured,multipleLookupValues,singleSelect,Asset_detail.[PIP_funding_secured] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_owner_contact,multipleLookupValues,singleSelect,Asset_detail.[PIP_owner_contact] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_design_approver,multipleLookupValues,singleSelect,Asset_detail.[PIP_design_approver] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_scope,multipleLookupValues,multipleSelects,Asset_detail.[PIP_scope] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_design_review_status,multipleLookupValues,singleSelect,Asset_detail.[PIP_design_review_status] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_owner_rep_contact,multipleLookupValues,singleSelect,Asset_detail.[PIP_owner_rep_contact] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP_funding_strategy,multipleLookupValues,singleSelect,Asset_detail.[PIP_funding_strategy] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,PIP Authorization Req'd By,multipleLookupValues,date,Asset_detail.[PIP Authorization Req'd By] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_PIP_history,Internal_asset_name (from Asset_detail_link),multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Cash_flow_tracking,Cash_flow_ID,formula,singleLineText,"{Asset_detail_link}&""_""&{Month}&""_""&{Year}",Postgres generated column or view expression
Cash_flow_tracking,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Cash_flow_tracking,Investments_link,multipleLookupValues,multipleRecordLinks,Asset_detail.[Investments_link] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Cash_flow_tracking,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
Cash_flow_tracking,Year,formula,number,"YEAR({Date})
",Postgres generated column or view expression
Cash_flow_tracking,Automation_trigger,formula,singleLineText,"IF({Date}, IF(DATETIME_FORMAT({Date}, 'MM') = DATETIME_FORMAT(DATEADD(TODAY(), 1, 'months'), 'MM'), 'Yes', 'No'))",Postgres generated column or view expression
Cash_flow_tracking,Tax_flag,multipleLookupValues,singleLineText,Asset_detail.[Cashflow_Payment_type] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_GSS_data_v2,GSS_hotel_ID,formula,singleLineText,"{Asset_detail_link}&""_""&{Month}&""_""&{Year}",Postgres generated column or view expression
Hotel_GSS_data_v2,Month,formula,singleLineText,"DATETIME_FORMAT({Date},'M')",Postgres generated column or view expression
Hotel_GSS_data_v2,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
